"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.089,0.496,-0.01,0.36,0.35,-0.62,-0.61
"ClusIPW",0.692,0.392,-0.26,0.36,0.16,0.78,0.41
"addIPW",0.817,0.678,0.42,0.17,0.56,0.18,0.67
"Oracle",0.915,0.626,0.3,0.6,0.3,0.3,0.6
