"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.285,0.594,0.23,0.49,0.3,-0.72,-0.31
"ClusIPW",0.752,0.451,-0.12,0.45,0.21,-0.16,0.84
"addIPW",0.79,0.602,0.25,0.87,-0.13,0.27,0.29
"Oracle",0.918,0.626,0.3,0.6,0.3,0.3,0.6
