"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.253,0.495,-0.01,0.53,0.27,-0.75,-0.28
"ClusIPW",0.575,0.613,0.27,0.24,0.68,-0.53,0.36
"addIPW",0.824,0.556,0.14,0.85,0.19,0.42,0.21
"Oracle",0.913,0.625,0.3,0.6,0.3,0.3,0.6
