"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.43,0.579,0.21,0.61,0.34,-0.68,-0.1
"ClusIPW",0.577,0.561,0.15,0.83,0.2,0.34,-0.36
"addIPW",0.855,0.584,0.21,0.37,0.6,0.41,0.54
"Oracle",0.915,0.627,0.3,0.6,0.3,0.3,0.6
