"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.37,0.672,0.4,0.61,0.12,-0.61,-0.29
"ClusIPW",0.646,0.425,-0.19,0.6,-0.44,0.19,0.61
"addIPW",0.837,0.528,0.07,0.53,-0.06,0.38,0.75
"Oracle",0.906,0.623,0.3,0.6,0.3,0.3,0.6
