"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.158,0.575,0.18,0.38,0.17,-0.8,-0.38
"ClusIPW",0.042,0.225,-0.6,0.46,-0.21,-0.56,-0.27
"addIPW",0.711,0.51,0.02,0.54,0.34,-0.43,0.64
"Oracle",0.91,0.623,0.3,0.6,0.3,0.3,0.6
