"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.488,0.586,0.21,0.76,0.24,-0.55,-0.12
"ClusIPW",0.295,0.708,0.47,0.32,0.47,-0.47,-0.47
"addIPW",0.512,0.459,-0.1,-0.25,0.36,0.8,0.39
"Oracle",0.916,0.624,0.3,0.6,0.3,0.3,0.6
