"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.283,0.637,0.33,0.44,0.08,-0.82,-0.15
"ClusIPW",0.58,0.518,0.05,-0.3,0.65,0.27,0.65
"addIPW",0.843,0.499,-0.01,0.69,0.56,0.24,0.38
"Oracle",0.914,0.626,0.3,0.6,0.3,0.3,0.6
