"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.237,0.504,0.01,0.61,0,-0.74,-0.28
"ClusIPW",0.331,0.719,0.5,-0.09,0.5,0.5,-0.5
"addIPW",0.837,0.686,0.44,0.54,0.15,-0.07,0.7
"Oracle",0.915,0.623,0.3,0.6,0.3,0.3,0.6
