"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.414,0.622,0.3,0.67,0.31,-0.51,-0.32
"ClusIPW",0.639,0.281,-0.5,0.5,0.09,0.5,0.5
"addIPW",0.897,0.587,0.22,0.71,0.39,0.24,0.49
"Oracle",0.916,0.627,0.3,0.6,0.3,0.3,0.6
