"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.42,0.597,0.24,0.59,0.55,-0.41,-0.36
"ClusIPW",0.873,0.665,0.39,0.46,0.46,0.46,0.46
"addIPW",0.895,0.579,0.19,0.72,0.31,0.08,0.58
"Oracle",0.911,0.623,0.3,0.6,0.3,0.3,0.6
