"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.442,0.542,0.11,0.65,0.34,-0.67,-0.07
"ClusIPW",0.511,0.232,-0.59,0.32,0.59,0.37,0.24
"addIPW",0.542,0.229,-0.59,0.62,0.03,-0.02,0.51
"Oracle",0.914,0.623,0.3,0.6,0.3,0.3,0.6
