"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.318,0.572,0.18,0.59,0.26,-0.68,-0.29
"ClusIPW",0.662,0.683,0.43,0.29,-0.16,-0.35,0.76
"addIPW",0.83,0.523,0.06,0.72,0.04,0,0.69
"Oracle",0.911,0.623,0.3,0.6,0.3,0.3,0.6
