"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.491,0.592,0.22,0.79,0.12,-0.55,-0.09
"ClusIPW",0.826,0.633,0.32,0.75,0.01,0.52,0.26
"addIPW",0.901,0.636,0.33,0.61,0.31,0.09,0.64
"Oracle",0.914,0.623,0.3,0.6,0.3,0.3,0.6
