"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.447,0.583,0.21,0.71,0.32,-0.56,-0.19
"ClusIPW",0.732,0.478,-0.06,0.8,0.11,-0.28,0.51
"addIPW",0.787,0.681,0.42,0.83,0.06,-0.12,0.33
"Oracle",0.908,0.624,0.3,0.6,0.3,0.3,0.6
