"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.292,0.551,0.13,0.59,0.33,-0.58,-0.43
"ClusIPW",0.639,0.289,-0.49,0.75,0.04,0.28,0.35
"addIPW",0.88,0.558,0.14,0.81,0.16,0.3,0.46
"Oracle",0.917,0.625,0.3,0.6,0.3,0.3,0.6
