"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.323,0.54,0.1,0.71,-0.02,-0.66,-0.24
"ClusIPW",0.737,0.346,-0.37,0.74,0.26,0.14,0.48
"addIPW",0.773,0.554,0.13,0.9,-0.09,-0.07,0.4
"Oracle",0.911,0.624,0.3,0.6,0.3,0.3,0.6
