"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.265,0.496,-0.01,0.66,0.2,-0.58,-0.44
"ClusIPW",0.588,0.349,-0.37,0.67,-0.25,-0.17,0.57
"addIPW",0.844,0.623,0.3,0.24,0.19,0.43,0.8
"Oracle",0.92,0.626,0.3,0.6,0.3,0.3,0.6
