"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.302,0.464,-0.1,0.56,0.29,-0.75,-0.15
"ClusIPW",0.519,0.286,-0.49,0.48,-0.23,-0.14,0.68
"addIPW",0.828,0.759,0.58,0.32,0.06,0.3,0.69
"Oracle",0.907,0.622,0.3,0.6,0.3,0.3,0.6
