"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.38,0.608,0.26,0.6,0.15,-0.74,-0.11
"ClusIPW",0.737,0.52,0.05,0.66,0.07,-0.33,0.66
"addIPW",0.862,0.717,0.5,0.54,0.15,0.04,0.66
"Oracle",0.909,0.624,0.3,0.6,0.3,0.3,0.6
