"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.269,0.657,0.38,0.48,0.17,-0.67,-0.4
"ClusIPW",0.884,0.605,0.26,0.78,0.31,0.14,0.45
"addIPW",0.876,0.71,0.48,0.69,0.26,0.33,0.35
"Oracle",0.913,0.622,0.3,0.6,0.3,0.3,0.6
