"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.407,0.612,0.28,0.66,0.32,-0.57,-0.26
"ClusIPW",0.639,0.948,0.85,0.31,0.14,0.07,0.39
"addIPW",0.816,0.614,0.28,0.68,-0.22,0.25,0.59
"Oracle",0.918,0.624,0.3,0.6,0.3,0.3,0.6
