"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.338,0.556,0.14,0.68,0.22,-0.58,-0.37
"ClusIPW",0.527,0.571,0.18,-0.24,0.4,0.83,0.23
"addIPW",0.838,0.584,0.21,0.38,0.65,0.14,0.6
"Oracle",0.907,0.626,0.3,0.6,0.3,0.3,0.6
