"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.329,0.628,0.31,0.6,0.18,-0.61,-0.36
"ClusIPW",0.018,0.682,0.43,-0.41,-0.46,-0.65,0.14
"addIPW",0.79,0.791,0.63,0.21,0.14,0.08,0.73
"Oracle",0.911,0.623,0.3,0.6,0.3,0.3,0.6
