"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.452,0.551,0.13,0.73,0.06,-0.67,0.02
"ClusIPW",0.376,0.372,-0.3,-0.48,0.48,0.48,0.48
"addIPW",0.777,0.741,0.54,0.13,-0.02,0.36,0.75
"Oracle",0.911,0.625,0.3,0.6,0.3,0.3,0.6
