"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.196,0.552,0.13,0.5,0.34,-0.53,-0.59
"ClusIPW",0.585,0.405,-0.23,0.93,-0.22,0.2,0.06
"addIPW",0.702,0.47,-0.08,0.66,0.21,0.71,0.05
"Oracle",0.913,0.625,0.3,0.6,0.3,0.3,0.6
