"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.373,0.568,0.17,0.45,0.65,-0.51,-0.29
"ClusIPW",0.758,0.489,-0.03,0.62,-0.24,0.11,0.74
"addIPW",0.71,0.419,-0.2,0.38,-0.09,0.06,0.9
"Oracle",0.91,0.623,0.3,0.6,0.3,0.3,0.6
