"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.458,0.639,0.33,0.68,0.28,-0.57,-0.16
"ClusIPW",0.729,0.352,-0.36,0.63,-0.02,0.35,0.59
"addIPW",0.817,0.491,-0.02,0.32,0.26,0.6,0.68
"Oracle",0.916,0.622,0.3,0.6,0.3,0.3,0.6
