"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.303,0.603,0.25,0.52,0.19,-0.75,-0.25
"ClusIPW",0.641,0.585,0.21,0.58,-0.42,-0.21,0.63
"addIPW",0.787,0.669,0.4,0.67,-0.26,0.07,0.56
"Oracle",0.907,0.625,0.3,0.6,0.3,0.3,0.6
