"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.422,0.661,0.39,0.59,0.35,-0.55,-0.27
"ClusIPW",0.861,0.569,0.17,0.38,0.12,0.37,0.82
"addIPW",0.895,0.649,0.36,0.48,0.24,0.48,0.59
"Oracle",0.913,0.624,0.3,0.6,0.3,0.3,0.6
