"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.275,0.585,0.21,0.61,0.08,-0.67,-0.36
"ClusIPW",0.906,0.614,0.28,0.72,0.2,0.31,0.52
"addIPW",0.877,0.637,0.33,0.3,0.31,0.4,0.74
"Oracle",0.909,0.623,0.3,0.6,0.3,0.3,0.6
