"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.402,0.6,0.25,0.65,0.32,-0.59,-0.26
"ClusIPW",0.666,0.59,0.22,0.55,0.2,-0.55,0.55
"addIPW",0.808,0.681,0.42,0.79,0.34,0.27,0.09
"Oracle",0.907,0.627,0.3,0.6,0.3,0.3,0.6
