"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.426,0.675,0.41,0.56,0.38,-0.56,-0.24
"ClusIPW",0.788,0.58,0.2,0.72,-0.18,-0.01,0.64
"addIPW",0.905,0.656,0.37,0.56,0.23,0.41,0.57
"Oracle",0.907,0.625,0.3,0.6,0.3,0.3,0.6
