"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.396,0.516,0.04,0.71,0.33,-0.56,-0.25
"ClusIPW",0.804,0.55,0.12,0.18,0.58,0.52,0.58
"addIPW",0.903,0.633,0.32,0.69,0.12,0.26,0.58
"Oracle",0.909,0.624,0.3,0.6,0.3,0.3,0.6
