"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.42,0.623,0.3,0.45,0.53,-0.64,-0.13
"ClusIPW",-0.059,0.186,-0.67,-0.23,0.12,-0.7,0.09
"addIPW",0.642,0.611,0.27,-0.03,0.59,-0.28,0.71
"Oracle",0.912,0.624,0.3,0.6,0.3,0.3,0.6
