"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.296,0.651,0.36,0.5,0.09,-0.75,-0.24
"ClusIPW",0.711,0.518,0.05,0.94,0.08,0.33,0
"addIPW",0.587,0.862,0.74,0.59,0.11,0.2,-0.25
"Oracle",0.91,0.626,0.3,0.6,0.3,0.3,0.6
