"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.396,0.619,0.29,0.61,0.23,-0.68,-0.15
"ClusIPW",0.76,0.556,0.14,0.66,-0.33,0.07,0.66
"addIPW",0.863,0.635,0.33,0.64,-0.1,0.27,0.64
"Oracle",0.917,0.623,0.3,0.6,0.3,0.3,0.6
