"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.254,0.589,0.23,0.47,0.14,-0.81,-0.23
"ClusIPW",0.865,0.688,0.44,0.37,0.08,0.47,0.66
"addIPW",0.857,0.595,0.24,0.31,0.23,0.46,0.76
"Oracle",0.915,0.625,0.3,0.6,0.3,0.3,0.6
