"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.252,0.6,0.24,0.46,0.27,-0.74,-0.34
"ClusIPW",0.792,0.495,-0.01,0.7,0.52,-0.13,0.47
"addIPW",0.871,0.613,0.27,0.73,-0.01,0.39,0.48
"Oracle",0.909,0.625,0.3,0.6,0.3,0.3,0.6
