"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.322,0.623,0.3,0.48,0.31,-0.73,-0.25
"ClusIPW",0.594,0.613,0.28,0.82,0.13,-0.48,0.07
"addIPW",0.759,0.486,-0.04,0.96,0.18,0.02,0.22
"Oracle",0.909,0.623,0.3,0.6,0.3,0.3,0.6
