"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.319,0.588,0.22,0.56,0.24,-0.71,-0.27
"ClusIPW",0.872,0.563,0.15,0.46,0.1,0.4,0.77
"addIPW",0.874,0.643,0.34,0.34,0.11,0.41,0.76
"Oracle",0.911,0.623,0.3,0.6,0.3,0.3,0.6
