"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.222,0.572,0.18,0.46,0.09,-0.83,-0.25
"ClusIPW",0.698,0.645,0.34,0.49,0.34,-0.49,0.54
"addIPW",0.894,0.588,0.21,0.44,0.21,0.28,0.8
"Oracle",0.905,0.624,0.3,0.6,0.3,0.3,0.6
