"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.254,0.534,0.08,0.61,0.24,-0.57,-0.48
"ClusIPW",0.686,0.368,-0.32,0.64,0.05,-0.17,0.68
"addIPW",0.771,0.441,-0.15,0.35,0.07,0.62,0.68
"Oracle",0.913,0.626,0.3,0.6,0.3,0.3,0.6
