"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.396,0.684,0.43,0.43,0.42,-0.65,-0.15
"ClusIPW",0.641,0.505,0.01,0.5,0.08,0.86,-0.01
"addIPW",0.891,0.57,0.18,0.64,0.15,0.3,0.67
"Oracle",0.916,0.624,0.3,0.6,0.3,0.3,0.6
