"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.226,0.533,0.08,0.57,0.19,-0.68,-0.41
"ClusIPW",0.588,0.746,0.55,0.68,-0.47,0.03,0.09
"addIPW",0.847,0.734,0.53,0.65,0.06,0.05,0.54
"Oracle",0.906,0.623,0.3,0.6,0.3,0.3,0.6
