"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.207,0.551,0.13,0.23,0.35,-0.89,-0.1
"ClusIPW",0.599,0.72,0.51,0.72,0.35,-0.28,-0.12
"addIPW",0.607,0.603,0.25,-0.11,0.81,-0.1,0.51
"Oracle",0.919,0.626,0.3,0.6,0.3,0.3,0.6
