"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.383,0.621,0.29,0.52,0.44,-0.62,-0.24
"ClusIPW",0.79,0.434,-0.16,0.82,0.11,0.09,0.52
"addIPW",0.854,0.478,-0.06,0.57,0.08,0.38,0.72
"Oracle",0.913,0.624,0.3,0.6,0.3,0.3,0.6
