"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.394,0.576,0.19,0.68,0.2,-0.65,-0.19
"ClusIPW",0.538,0.329,-0.4,0.35,0.13,0.82,0.13
"addIPW",0.754,0.424,-0.19,0.37,-0.04,0.54,0.73
"Oracle",0.911,0.623,0.3,0.6,0.3,0.3,0.6
