"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.298,0.564,0.16,0.53,0.31,-0.73,-0.27
"ClusIPW",0.49,0.5,0,0.85,-0.41,0.26,-0.19
"addIPW",0.603,0.702,0.47,0.81,-0.25,0.23,-0.13
"Oracle",0.911,0.622,0.3,0.6,0.3,0.3,0.6
