"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.465,0.654,0.37,0.71,0.18,-0.54,-0.19
"ClusIPW",0.842,0.775,0.6,0.6,0.31,0.3,0.3
"addIPW",0.86,0.583,0.2,0.38,0.59,0.42,0.54
"Oracle",0.912,0.626,0.3,0.6,0.3,0.3,0.6
