"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.349,0.562,0.15,0.7,0.19,-0.57,-0.34
"ClusIPW",0.717,0.496,-0.01,0.94,-0.16,0.09,0.29
"addIPW",0.796,0.68,0.42,0.7,-0.16,-0.04,0.56
"Oracle",0.917,0.625,0.3,0.6,0.3,0.3,0.6
