"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.18,0.555,0.14,0.4,0.38,-0.62,-0.54
"ClusIPW",0.73,0.45,-0.12,0.22,0.29,0.75,0.53
"addIPW",0.861,0.641,0.34,0.83,0.24,0.25,0.27
"Oracle",0.909,0.624,0.3,0.6,0.3,0.3,0.6
