"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.216,0.555,0.14,0.55,0.11,-0.71,-0.41
"ClusIPW",0.681,0.69,0.44,0.75,-0.29,0.39,0.05
"addIPW",0.757,0.432,-0.17,0.86,0.16,0.4,0.2
"Oracle",0.913,0.622,0.3,0.6,0.3,0.3,0.6
