"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.32,0.578,0.19,0.64,-0.05,-0.72,-0.18
"ClusIPW",0.621,0.54,0.1,0.91,-0.27,-0.2,0.22
"addIPW",0.832,0.555,0.14,0.86,0.01,0.34,0.34
"Oracle",0.916,0.623,0.3,0.6,0.3,0.3,0.6
