"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.307,0.62,0.29,0.59,0.26,-0.56,-0.43
"ClusIPW",0.559,0.387,-0.28,0.54,0.19,-0.54,0.54
"addIPW",0.823,0.583,0.21,0.31,0.31,0,0.87
"Oracle",0.909,0.625,0.3,0.6,0.3,0.3,0.6
