"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.43,0.697,0.46,0.5,0.36,-0.62,-0.15
"ClusIPW",0.619,0.365,-0.33,0.61,-0.23,0.61,0.32
"addIPW",0.855,0.508,0.02,0.82,0.34,0.21,0.42
"Oracle",0.913,0.623,0.3,0.6,0.3,0.3,0.6
