"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.371,0.689,0.44,0.43,0.29,-0.71,-0.16
"ClusIPW",0.71,0.566,0.17,0.52,0.59,0.59,-0.02
"addIPW",0.832,0.708,0.48,0.64,0.08,0.53,0.29
"Oracle",0.906,0.621,0.3,0.6,0.3,0.3,0.6
