"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.427,0.543,0.11,0.71,0.44,-0.44,-0.32
"ClusIPW",0.669,0.412,-0.21,0.16,0.69,-0.01,0.68
"addIPW",0.727,0.656,0.38,0.22,0.84,0.13,0.3
"Oracle",0.909,0.626,0.3,0.6,0.3,0.3,0.6
