"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.411,0.615,0.28,0.67,0.22,-0.62,-0.2
"ClusIPW",0.746,0.466,-0.08,0.75,0.07,-0.22,0.62
"addIPW",0.906,0.638,0.33,0.68,0.22,0.13,0.6
"Oracle",0.919,0.627,0.3,0.6,0.3,0.3,0.6
