"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.275,0.751,0.56,0.24,0.23,-0.71,-0.27
"ClusIPW",0.811,0.495,-0.01,0.54,0.68,0.1,0.48
"addIPW",0.663,0.657,0.38,0.22,0.8,0.41,0.03
"Oracle",0.905,0.623,0.3,0.6,0.3,0.3,0.6
