"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.257,0.592,0.22,0.52,0.19,-0.72,-0.35
"ClusIPW",0.217,0.471,-0.07,-0.46,0.59,0.64,-0.18
"addIPW",0.849,0.544,0.11,0.57,0.15,0.61,0.52
"Oracle",0.908,0.622,0.3,0.6,0.3,0.3,0.6
