"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.214,0.639,0.33,0.42,0.28,-0.6,-0.52
"ClusIPW",0.521,0.266,-0.53,0.83,0.01,0.16,0.1
"addIPW",0.844,0.715,0.49,0.74,0.19,0.32,0.27
"Oracle",0.91,0.622,0.3,0.6,0.3,0.3,0.6
