"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.399,0.583,0.21,0.7,0.18,-0.61,-0.24
"ClusIPW",0.134,0.455,-0.11,-0.21,-0.21,0.88,-0.35
"addIPW",0.723,0.408,-0.23,0.32,0.02,0.67,0.63
"Oracle",0.919,0.627,0.3,0.6,0.3,0.3,0.6
