"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.193,0.628,0.31,0.4,0.07,-0.78,-0.36
"ClusIPW",0.527,0.444,-0.14,0.89,0.34,-0.1,-0.24
"addIPW",0.816,0.523,0.06,0.85,0.31,0.36,0.2
"Oracle",0.906,0.621,0.3,0.6,0.3,0.3,0.6
